timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_count,byte_count,duration,flag,failed_connections
2026-08-23T18:17:32.131656,10.0.0.12,151.101.1.69,TCP,47727,443,64,21233,1.4307,SF,0
2026-08-23T18:18:01.567464,192.168.1.180,1.1.1.1,TCP,23882,22,115,73308,31.2506,SF,0
2026-08-23T18:18:31.582494,10.0.0.96,172.16.10.57,UDP,50597,123,1,49,0.0026,SF,0
2026-08-23T18:18:59.475860,192.168.1.18,185.199.108.153,UDP,42944,53,1,312,0.0139,SF,0
2026-08-23T18:19:26.280604,172.16.10.187,52.84.12.33,UDP,59659,123,2,95,0.0028,SF,0
2026-08-23T18:19:56.562022,192.168.1.84,8.8.8.8,TCP,38880,22,153,62536,13.654,SF,0
2026-08-23T18:20:26.166767,192.168.1.66,104.244.42.1,TCP,55227,3306,12,7447,0.378,SF,0
2026-08-23T18:20:55.406131,172.16.10.25,172.16.10.175,TCP,17690,443,106,12442,0.1024,SF,0
2026-08-23T18:21:21.460844,10.0.0.172,8.8.8.8,TCP,28765,3306,14,5394,0.4868,SF,0
2026-08-23T18:21:50.779787,192.168.1.28,151.101.1.69,UDP,56903,123,1,84,0.0046,SF,0
2026-08-23T18:22:18.045197,192.168.1.82,104.244.42.1,UDP,48028,123,1,58,0.0045,SF,0
2026-08-23T18:22:51.126319,192.168.1.122,10.0.0.156,TCP,46122,22,278,40536,57.459,SF,0
2026-08-23T18:23:16.613985,10.0.0.103,192.168.1.234,UDP,27567,123,1,74,0.0042,SF,0
2026-08-23T18:23:49.013839,192.168.1.247,151.101.1.69,TCP,9456,22,239,3584,20.5733,SF,0
2026-08-23T18:24:18.191925,192.168.1.163,151.101.1.69,UDP,16229,123,1,87,0.0053,SF,0
2026-08-23T18:24:46.220026,172.16.10.62,185.199.108.153,TCP,65046,80,50,1308,1.4156,SF,0
2026-08-23T18:25:12.957967,192.168.1.2,1.1.1.1,TCP,37648,443,46,34942,3.6265,SF,1
2026-08-23T18:25:39.661937,172.16.10.217,172.16.10.24,UDP,50462,53,3,206,0.0121,SF,0
2026-08-23T18:26:10.072604,192.168.1.227,192.168.1.63,UDP,32942,123,2,93,0.0064,SF,0
2026-08-23T18:26:41.186778,192.168.1.32,8.8.8.8,UDP,27604,123,2,66,0.0052,SF,0
2026-08-23T18:27:07.979269,192.168.1.154,52.84.12.33,TCP,33144,22,135,77705,17.004,SF,0
2026-08-23T18:27:38.122417,203.0.113.88,192.168.1.50,TCP,35583,21,48,3564,10.0327,SF,6
2026-08-23T18:28:07.878459,172.16.10.168,8.8.8.8,UDP,18321,123,2,51,0.0028,SF,0
2026-08-23T18:28:35.597937,172.16.10.176,10.0.0.127,UDP,9462,53,2,201,0.0467,SF,0
2026-08-23T18:29:01.316742,192.168.1.206,104.244.42.1,UDP,48642,53,4,282,0.016,SF,0
2026-08-23T18:29:31.892554,10.0.0.54,52.84.12.33,TCP,7575,22,26,1933,3.9826,SF,0
2026-08-23T18:30:00.668259,10.0.0.151,8.8.8.8,UDP,46395,123,2,90,0.0065,SF,0
2026-08-23T18:30:32.396994,172.16.10.229,104.244.42.1,TCP,16547,80,5,3544,0.7013,SF,0
2026-08-23T18:30:57.881594,192.168.1.151,8.8.8.8,TCP,38738,3306,19,6127,0.6839,SF,0
2026-08-23T18:31:28.957466,192.168.1.16,192.168.1.171,TCP,38929,22,45,64441,48.4449,SF,0
2026-08-23T18:31:56.931292,192.168.1.179,8.8.8.8,TCP,29478,3306,12,5004,0.0883,SF,0
2026-08-23T18:32:25.048394,192.168.1.156,185.199.108.153,TCP,34266,80,48,13020,1.8001,SF,0
2026-08-23T18:32:52.195526,10.0.0.176,104.244.42.1,TCP,64484,80,14,9356,1.5289,SF,0
2026-08-23T18:33:23.817902,172.16.10.73,185.199.108.153,UDP,55934,53,4,351,0.0484,SF,0
2026-08-23T18:33:50.590417,192.168.1.161,8.8.8.8,UDP,65010,123,1,91,0.0025,SF,0
2026-08-23T18:34:21.747368,192.168.1.56,151.101.1.69,UDP,29871,123,1,73,0.0045,SF,0
2026-08-23T18:34:50.662295,10.0.0.138,10.0.0.230,TCP,62240,3306,9,719,0.089,SF,0
2026-08-23T18:35:18.739905,10.0.0.209,10.0.0.92,TCP,17890,80,58,5826,2.4478,SF,0
2026-08-23T18:35:44.652992,10.0.0.92,8.8.8.8,TCP,30560,443,30,12611,1.0378,SF,0
2026-08-23T18:36:16.449296,192.168.1.61,192.168.1.60,UDP,34830,123,1,50,0.0048,SF,0
2026-08-23T18:36:42.800308,172.16.10.240,1.1.1.1,TCP,8976,3306,17,6837,0.3873,SF,0
2026-08-23T18:37:13.484304,192.168.1.191,172.16.10.218,TCP,46373,22,193,31134,49.9692,SF,0
2026-08-23T18:37:41.817543,10.0.0.148,172.16.10.199,UDP,20027,123,1,93,0.0084,SF,0
2026-08-23T18:38:12.803467,192.168.1.162,151.101.1.69,TCP,2075,22,247,69652,5.8712,SF,0
2026-08-23T18:38:42.111154,192.168.1.26,52.84.12.33,UDP,13254,53,3,324,0.0441,SF,0
2026-08-23T18:39:10.907835,192.168.1.183,151.101.1.69,TCP,40279,443,86,13419,0.7224,SF,0
2026-08-23T18:39:38.643126,172.16.10.10,104.244.42.1,UDP,33353,53,2,340,0.047,SF,0
2026-08-23T18:40:04.442885,10.0.0.246,104.244.42.1,TCP,26949,80,9,6199,1.3292,SF,0
2026-08-23T18:40:34.107216,10.0.0.93,8.8.8.8,UDP,44634,53,4,78,0.0063,SF,0
2026-08-23T18:41:05.956393,172.16.10.6,8.8.8.8,TCP,20277,80,18,5617,0.4144,SF,0
2026-08-23T18:41:31.115806,192.168.1.239,1.1.1.1,TCP,32085,22,180,38727,23.6888,SF,0
2026-08-23T18:42:02.790088,10.0.0.50,192.168.1.33,UDP,44718,53,3,253,0.0417,SF,0
2026-08-23T18:42:29.937818,192.0.2.105,192.168.1.1,ICMP,0,0,3580,286703,0.612,SF,0
2026-08-23T18:42:57.805140,192.168.1.234,8.8.8.8,TCP,10758,3306,6,4268,0.3543,SF,0
2026-08-23T18:43:25.711901,172.16.10.146,8.8.8.8,TCP,48426,80,39,11703,0.8283,SF,0
2026-08-23T18:43:58.801004,10.0.0.32,1.1.1.1,UDP,40461,123,2,60,0.0014,SF,0
2026-08-23T18:44:24.594067,203.0.113.88,192.168.1.10,TCP,53189,443,12448,522816,0.4469,SF,2
2026-08-23T18:44:52.545679,172.16.10.153,10.0.0.40,UDP,47986,123,1,48,0.0017,SF,0
2026-08-23T18:45:22.572417,192.168.1.245,151.101.1.69,TCP,31994,3306,14,7238,0.2645,SF,0
2026-08-23T18:45:51.919963,10.0.0.134,8.8.8.8,TCP,48119,80,45,364,1.1084,SF,0
2026-08-23T18:46:20.460826,172.16.10.85,52.84.12.33,TCP,55405,22,217,60024,49.6253,SF,0
2026-08-23T18:46:47.384572,172.16.10.70,185.199.108.153,UDP,3149,123,1,68,0.0088,SF,0
2026-08-23T18:47:16.349623,192.168.1.100,192.0.2.105,TCP,18655,2222,6055,22768390,76.1359,SF,0
2026-08-23T18:47:47.005201,172.16.10.67,192.168.1.161,TCP,61422,3306,9,3813,0.5895,SF,0
2026-08-23T18:48:14.953486,203.0.113.88,192.168.1.10,TCP,13875,8080,14985,1168830,0.2466,S0,0
2026-08-23T18:48:46.983316,172.16.10.94,172.16.10.220,TCP,39304,3306,16,3806,0.4158,SF,0
2026-08-23T18:49:12.251532,203.0.113.88,192.168.1.1,ICMP,0,0,2378,249749,0.9085,SF,0
2026-08-23T18:49:42.380133,172.16.10.190,104.244.42.1,TCP,50818,22,70,69297,48.1024,SF,0
2026-08-23T18:50:09.881683,192.168.1.219,10.0.0.230,TCP,32050,3306,13,4316,0.792,SF,0
2026-08-23T18:50:38.846139,172.16.10.206,185.199.108.153,TCP,38159,22,63,79544,54.1195,SF,0
2026-08-23T18:51:06.432005,10.0.0.195,192.168.1.42,TCP,43930,22,154,68080,36.4995,SF,0
2026-08-23T18:51:39.325493,10.0.0.140,1.1.1.1,TCP,21002,80,18,14661,0.0448,SF,0
2026-08-23T18:52:04.644681,10.0.0.22,185.199.108.153,TCP,20098,22,124,22922,4.3684,SF,0
2026-08-23T18:52:33.326537,192.168.1.121,151.101.1.69,UDP,22296,123,2,73,0.0044,SF,0
2026-08-23T18:53:04.896809,10.0.0.12,172.16.10.102,UDP,30903,123,2,86,0.0082,SF,0
2026-08-23T18:53:33.130551,172.16.10.209,52.84.12.33,TCP,40035,443,51,12527,1.048,SF,0
2026-08-23T18:54:02.111930,192.168.1.147,10.0.0.122,TCP,9619,3306,5,3527,0.5077,SF,1
2026-08-23T18:54:27.824438,172.16.10.165,151.101.1.69,TCP,60365,80,5,8602,0.0909,SF,0
2026-08-23T18:54:59.403228,172.16.10.184,104.244.42.1,UDP,59646,53,2,97,0.0446,SF,0
2026-08-23T18:55:29.420349,10.0.0.212,1.1.1.1,TCP,57205,443,46,33844,0.8369,SF,0
2026-08-23T18:55:57.930825,192.168.1.237,1.1.1.1,TCP,31762,22,98,50793,55.7815,SF,0
2026-08-23T18:56:23.407696,172.16.10.57,104.244.42.1,UDP,14846,53,3,376,0.0248,SF,0
2026-08-23T18:56:53.442579,192.168.1.100,198.51.100.44,TCP,64897,8443,4211,10690901,121.9302,SF,0
2026-08-23T18:57:20.940708,172.16.10.24,8.8.8.8,TCP,9845,443,28,44458,2.4054,SF,0
2026-08-23T18:57:53.789471,192.168.1.247,151.101.1.69,TCP,41562,80,52,6625,1.1934,SF,0
2026-08-23T18:58:19.895705,10.0.0.237,10.0.0.112,TCP,1033,80,29,10825,0.3386,SF,0
2026-08-23T18:58:46.997956,172.16.10.74,1.1.1.1,TCP,62414,443,91,20264,4.9441,SF,0
2026-08-23T18:59:17.927268,192.168.1.10,8.8.8.8,UDP,30416,53,1,159,0.032,SF,0
2026-08-23T18:59:45.396090,10.0.0.27,52.84.12.33,UDP,52578,53,3,120,0.03,SF,0
2026-08-23T19:00:15.270589,172.16.10.48,8.8.8.8,UDP,62714,53,1,266,0.043,SF,0
2026-08-23T19:00:43.923773,192.168.1.21,185.199.108.153,TCP,49422,3306,8,498,0.227,SF,0
2026-08-23T19:01:11.297510,192.168.1.56,104.244.42.1,TCP,21856,443,22,39833,3.1097,SF,0
2026-08-23T19:01:41.666163,172.16.10.172,1.1.1.1,TCP,54570,443,70,2785,2.985,SF,0
2026-08-23T19:02:10.625977,172.16.10.133,192.168.1.37,TCP,41032,22,138,37867,10.5081,SF,0
2026-08-23T19:02:38.112992,10.0.0.203,8.8.8.8,UDP,29955,123,2,53,0.0073,SF,0
2026-08-23T19:03:10.916434,192.168.1.201,10.0.0.116,UDP,34585,53,4,76,0.0268,SF,0
2026-08-23T19:03:35.204370,192.168.1.197,104.244.42.1,TCP,29504,443,93,43951,3.8751,SF,0
2026-08-23T19:04:03.979004,10.0.0.180,172.16.10.209,UDP,64108,123,2,51,0.0034,SF,0
2026-08-23T19:04:35.320289,10.0.0.215,185.199.108.153,TCP,32177,443,45,1354,4.245,SF,0
2026-08-23T19:05:02.167003,10.0.0.123,52.84.12.33,TCP,9611,80,10,959,1.8167,SF,0
2026-08-23T19:05:32.205276,10.0.0.57,8.8.8.8,TCP,46635,3306,20,4677,0.3291,SF,0
2026-08-23T19:06:03.586544,10.0.0.209,1.1.1.1,TCP,31729,443,23,44364,1.4331,SF,0
2026-08-23T19:06:30.348273,10.0.0.138,52.84.12.33,TCP,33498,80,32,12776,0.6798,SF,0
2026-08-23T19:07:00.400193,10.0.0.154,1.1.1.1,UDP,27799,53,4,232,0.0261,SF,0
2026-08-23T19:07:28.485841,10.0.0.44,10.0.0.78,TCP,22489,22,280,38745,58.3705,SF,0
2026-08-23T19:07:54.467490,192.168.1.72,1.1.1.1,TCP,54364,443,119,28770,4.3424,SF,0
2026-08-23T19:08:27.532003,192.168.1.55,1.1.1.1,TCP,32062,22,91,72686,5.3154,SF,0
2026-08-23T19:08:55.494054,172.16.10.65,192.168.1.35,UDP,51329,123,2,52,0.0052,SF,0
2026-08-23T19:09:23.501869,192.168.1.143,185.199.108.153,TCP,52929,22,192,70555,53.7849,SF,0
2026-08-23T19:09:49.722818,172.16.10.45,52.84.12.33,UDP,48107,123,2,70,0.0012,SF,0
2026-08-23T19:10:18.621188,172.16.10.210,8.8.8.8,UDP,62021,123,2,88,0.002,SF,0
2026-08-23T19:10:48.159040,10.0.0.159,10.0.0.178,UDP,60777,123,2,55,0.0087,SF,0
2026-08-23T19:11:20.030823,172.16.10.35,52.84.12.33,TCP,43458,443,12,34206,3.7048,SF,0
2026-08-23T19:11:47.342684,172.16.10.86,1.1.1.1,TCP,62374,22,53,9923,5.961,SF,0
2026-08-23T19:12:13.796233,192.168.1.27,104.244.42.1,UDP,46604,123,1,68,0.0055,SF,0
2026-08-23T19:12:47.011081,192.168.1.93,104.244.42.1,TCP,49051,22,222,59704,39.4946,SF,0
2026-08-23T19:13:11.385097,172.16.10.250,52.84.12.33,TCP,13225,80,19,8552,1.4683,SF,0
2026-08-23T19:13:43.836819,10.0.0.90,10.0.0.103,UDP,21658,53,2,219,0.0293,SF,0
2026-08-23T19:14:10.949525,192.168.1.122,185.199.108.153,TCP,8971,443,98,7686,4.8607,SF,0
2026-08-23T19:14:41.559200,192.168.1.232,52.84.12.33,UDP,50994,53,1,245,0.0493,SF,0
2026-08-23T19:15:10.708123,172.16.10.146,172.16.10.41,TCP,35541,22,276,1602,49.9999,SF,0
2026-08-23T19:15:36.071465,10.0.0.176,192.168.1.217,TCP,40843,3306,13,4831,0.6054,SF,0
2026-08-23T19:16:06.531723,10.0.0.197,104.244.42.1,UDP,2812,123,1,79,0.0076,SF,0
2026-08-23T19:16:33.345092,172.16.10.214,172.16.10.30,UDP,25689,123,1,56,0.0068,SF,0
2026-08-23T19:17:04.521872,172.16.10.235,172.16.10.242,UDP,11052,53,1,170,0.0466,SF,0
2026-08-23T19:17:32.070822,172.16.10.135,104.244.42.1,TCP,62313,443,14,38511,3.3295,SF,0
2026-08-23T19:18:02.937401,192.168.1.76,1.1.1.1,TCP,57217,22,271,19000,28.13,SF,0
2026-08-23T19:18:31.667217,10.0.0.62,8.8.8.8,TCP,64618,80,22,13797,0.0266,SF,0
2026-08-23T19:19:01.358344,192.168.1.154,8.8.8.8,TCP,43690,22,247,47350,59.2224,SF,0
2026-08-23T19:19:28.942761,192.168.1.164,151.101.1.69,TCP,21955,80,44,10398,0.5036,SF,0
2026-08-23T19:19:55.090370,192.168.1.133,8.8.8.8,UDP,47850,53,1,233,0.0368,SF,1
2026-08-23T19:20:24.598142,172.16.10.51,10.0.0.219,UDP,39030,53,4,179,0.0311,SF,0
2026-08-23T19:20:56.299956,192.0.2.105,192.168.1.10,TCP,24945,8080,12893,902510,0.3728,RSTO,4
2026-08-23T19:21:23.748636,10.0.0.221,10.0.0.80,UDP,33359,123,2,82,0.0084,SF,0
2026-08-23T19:21:53.923047,10.0.0.245,192.168.1.248,TCP,7557,443,101,28837,0.692,SF,0
2026-08-23T19:22:20.299268,172.16.10.89,192.168.1.204,TCP,17106,443,80,33074,0.5989,SF,0
2026-08-23T19:22:51.638261,185.220.101.5,192.168.1.1,ICMP,0,0,1739,212191,0.2369,SF,0
2026-08-23T19:23:18.151859,10.0.0.215,8.8.8.8,TCP,4494,443,88,3203,4.153,SF,0
2026-08-23T19:23:45.343638,192.168.1.197,1.1.1.1,TCP,36720,22,85,24629,21.4481,SF,0
2026-08-23T19:24:13.420402,192.168.1.60,8.8.8.8,UDP,54131,53,1,81,0.0246,SF,0
2026-08-23T19:24:46.409364,172.16.10.103,104.244.42.1,TCP,47984,80,4,5911,0.8762,SF,0
2026-08-23T19:25:15.140029,10.0.0.235,8.8.8.8,TCP,15988,80,50,3312,1.0943,SF,0
2026-08-23T19:25:42.616587,192.168.1.223,1.1.1.1,TCP,15858,80,9,12795,0.1466,SF,0
2026-08-23T19:26:13.030662,10.0.0.93,151.101.1.69,UDP,4967,123,2,94,0.0095,SF,0
2026-08-23T19:26:38.676734,172.16.10.192,185.199.108.153,TCP,7732,3306,7,2437,0.5192,SF,0
2026-08-23T19:27:06.641829,192.168.1.187,192.168.1.196,TCP,42168,443,95,25610,2.5978,SF,0
2026-08-23T19:27:37.511479,192.168.1.149,192.168.1.238,UDP,45394,53,4,62,0.0121,SF,0
2026-08-23T19:28:05.452711,192.168.1.236,104.244.42.1,TCP,57474,443,15,3375,0.0632,SF,0
2026-08-23T19:28:32.648699,10.0.0.177,10.0.0.11,UDP,15767,123,1,77,0.0054,SF,0
2026-08-23T19:29:04.105416,10.0.0.101,151.101.1.69,TCP,10414,443,4,16032,4.7249,SF,0
2026-08-23T19:29:31.630744,45.154.255.7,192.168.1.1,ICMP,0,0,1559,162592,0.3703,SF,0
2026-08-23T19:30:01.897978,10.0.0.100,8.8.8.8,TCP,33987,3306,25,4288,0.7959,SF,0
2026-08-23T19:30:31.489282,172.16.10.54,151.101.1.69,UDP,8868,123,1,90,0.0057,SF,0
2026-08-23T19:31:00.287925,10.0.0.42,104.244.42.1,TCP,19597,443,41,13140,3.8175,SF,0
2026-08-23T19:31:28.296588,192.168.1.32,1.1.1.1,TCP,23526,3306,13,2292,0.645,SF,0
2026-08-23T19:31:58.511602,10.0.0.127,104.244.42.1,TCP,46274,3306,19,4933,0.3749,SF,0
2026-08-23T19:32:25.157266,172.16.10.248,52.84.12.33,UDP,56511,123,2,79,0.0053,SF,0
2026-08-23T19:32:53.644041,192.168.1.211,185.199.108.153,TCP,56532,3306,11,5496,0.0671,SF,0
2026-08-23T19:33:23.284506,10.0.0.164,192.168.1.204,TCP,25130,443,93,13763,1.703,SF,0
2026-08-23T19:33:54.099850,192.168.1.174,104.244.42.1,TCP,25124,3306,10,3457,0.6742,SF,0
2026-08-23T19:34:18.360596,10.0.0.174,104.244.42.1,UDP,25301,123,2,52,0.0037,SF,1
2026-08-23T19:34:51.009249,192.168.1.103,1.1.1.1,TCP,54542,443,25,22117,3.7425,SF,0
2026-08-23T19:35:19.985512,172.16.10.67,151.101.1.69,TCP,24934,443,54,23193,3.034,SF,0
2026-08-23T19:35:47.105178,10.0.0.36,52.84.12.33,TCP,2086,22,29,50029,56.7509,SF,0
2026-08-23T19:36:18.210387,192.168.1.174,52.84.12.33,TCP,21771,80,45,7982,0.788,SF,0
2026-08-23T19:36:46.259055,192.168.1.23,10.0.0.104,TCP,25645,3306,23,3358,0.1835,SF,0
2026-08-23T19:37:11.340301,192.168.1.236,104.244.42.1,TCP,11376,22,52,45898,15.7725,SF,0
2026-08-23T19:37:40.703929,192.168.1.78,192.168.1.120,UDP,40462,53,4,384,0.0312,SF,0
2026-08-23T19:38:10.298479,10.0.0.164,185.199.108.153,TCP,64529,443,29,7510,3.8259,SF,0
2026-08-23T19:38:40.731993,10.0.0.213,172.16.10.115,UDP,24805,53,1,65,0.036,SF,0
2026-08-23T19:39:10.615191,10.0.0.180,151.101.1.69,TCP,5525,3306,25,1547,0.7775,SF,0
2026-08-23T19:39:35.076426,10.0.0.195,192.168.1.84,UDP,4652,123,1,57,0.0047,SF,0
2026-08-23T19:40:08.522087,10.0.0.54,172.16.10.47,UDP,51700,123,1,60,0.002,SF,0
2026-08-23T19:40:36.820873,172.16.10.181,185.199.108.153,TCP,25108,443,57,28381,2.0829,SF,0
2026-08-23T19:41:04.395144,10.0.0.169,52.84.12.33,TCP,18057,3306,2,4927,0.1051,SF,0
2026-08-23T19:41:31.429822,10.0.0.117,185.199.108.153,TCP,45222,443,9,35622,3.3408,SF,0
2026-08-23T19:42:00.254976,192.168.1.132,172.16.10.186,TCP,3192,80,6,5001,0.0697,SF,0
2026-08-23T19:42:31.943605,192.168.1.198,151.101.1.69,TCP,36443,443,17,8999,4.9663,SF,0
2026-08-23T19:42:58.104717,10.0.0.47,52.84.12.33,TCP,29128,3306,23,6892,0.7549,SF,0
2026-08-23T19:43:25.648580,192.168.1.97,8.8.8.8,TCP,38624,443,51,36856,1.5507,SF,0
2026-08-23T19:43:57.691737,172.16.10.62,185.199.108.153,TCP,6208,80,49,14393,2.4499,SF,0
2026-08-23T19:44:24.677013,172.16.10.93,8.8.8.8,UDP,6473,123,1,48,0.0013,SF,0
2026-08-23T19:44:52.015751,172.16.10.242,1.1.1.1,UDP,55871,53,3,281,0.0276,SF,0
2026-08-23T19:45:22.780779,10.0.0.159,52.84.12.33,TCP,60282,80,54,12942,0.4308,SF,0
2026-08-23T19:45:52.718601,172.16.10.178,104.244.42.1,TCP,58489,22,120,22583,29.0788,SF,0
2026-08-23T19:46:20.598220,192.168.1.227,52.84.12.33,TCP,43569,22,259,6682,43.2071,SF,0
2026-08-23T19:46:47.184542,10.0.0.19,10.0.0.89,TCP,47274,22,259,26109,10.7257,SF,0
2026-08-23T19:47:17.487835,172.16.10.24,192.168.1.43,TCP,61470,3306,8,1198,0.795,SF,0
2026-08-23T19:47:45.573744,10.0.0.74,151.101.1.69,UDP,31898,53,4,220,0.0242,SF,0
2026-08-23T19:48:15.634806,10.0.0.26,151.101.1.69,TCP,21026,443,81,35341,2.9145,SF,0
2026-08-23T19:48:45.003661,10.0.0.74,192.168.1.128,TCP,35810,22,251,27034,29.6959,SF,0
2026-08-23T19:49:12.429349,185.220.101.5,192.168.1.50,TCP,20376,22,22,2864,14.1755,RSTO,24
2026-08-23T19:49:41.907444,10.0.0.71,172.16.10.24,TCP,29061,3306,23,2959,0.7162,SF,0
2026-08-23T19:50:08.704568,192.168.1.216,10.0.0.57,UDP,43525,53,3,324,0.0111,SF,0
2026-08-23T19:50:41.856186,172.16.10.226,8.8.8.8,UDP,10794,53,2,361,0.0382,SF,0
2026-08-23T19:51:06.592399,172.16.10.177,52.84.12.33,UDP,32647,123,2,81,0.0032,SF,0
2026-08-23T19:51:34.870646,10.0.0.114,52.84.12.33,UDP,8680,123,1,66,0.0076,SF,0
2026-08-23T19:52:06.042116,10.0.0.228,1.1.1.1,UDP,61594,53,2,215,0.0348,SF,0
2026-08-23T19:52:36.183809,10.0.0.182,52.84.12.33,TCP,59136,3306,24,4667,0.6298,SF,0
2026-08-23T19:53:01.974790,10.0.0.180,10.0.0.139,TCP,53296,443,14,25127,3.0764,SF,0
2026-08-23T19:53:31.262926,172.16.10.122,52.84.12.33,UDP,62120,53,1,326,0.0316,SF,0
2026-08-23T19:54:01.869326,10.0.0.225,192.168.1.80,UDP,35515,53,1,102,0.0231,SF,0
2026-08-23T19:54:30.060900,172.16.10.29,172.16.10.212,TCP,59927,80,39,7647,0.8557,SF,0
2026-08-23T19:54:56.672749,192.168.1.67,185.199.108.153,UDP,41368,123,1,70,0.0038,SF,0
2026-08-23T19:55:25.816501,192.168.1.4,8.8.8.8,UDP,36686,123,2,74,0.0067,SF,0
2026-08-23T19:55:55.509833,192.168.1.234,151.101.1.69,UDP,37925,123,1,87,0.0043,SF,0
2026-08-23T19:56:27.695870,172.16.10.146,104.244.42.1,TCP,16281,3306,21,2438,0.7588,SF,0
2026-08-23T19:56:55.375439,172.16.10.133,1.1.1.1,TCP,32458,3306,10,3159,0.1688,SF,0
2026-08-23T19:57:23.197079,45.154.255.7,172.16.10.186,TCP,61637,209,2,98,0.0073,REJ,1
2026-08-23T19:57:51.623111,192.168.1.34,192.168.1.28,UDP,57295,53,4,210,0.0457,SF,0
2026-08-23T19:58:22.469285,192.168.1.178,104.244.42.1,TCP,54670,3306,11,6370,0.475,SF,0
2026-08-23T19:58:48.014711,10.0.0.234,172.16.10.146,TCP,21543,80,47,12728,0.1815,SF,0
2026-08-23T19:59:18.166344,172.16.10.170,151.101.1.69,TCP,7123,443,112,20397,3.7348,SF,0
2026-08-23T19:59:49.308695,192.168.1.106,52.84.12.33,UDP,48274,123,1,64,0.0072,SF,0
